scale_factor,center_delta,correlation_strength
2.594311523437499822e+00,2.836914062500000000e-01,5.949096679687500000e-01
4.986083984375000444e-01,-9.545898437500000000e-01,5.949096679687500000e-01
1.869311523437499956e+00,-2.163085937500000000e-01,1.185180664062499972e-01
2.673608398437500089e+00,-2.163085937500000000e-01,1.185180664062499972e-01
1.869311523437499956e+00,-4.545898437500000000e-01,1.185180664062499972e-01
1.869311523437499956e+00,-2.163085937500000000e-01,8.324096679687499334e-01
2.673608398437500089e+00,-4.545898437500000000e-01,8.324096679687499334e-01
4.193115234375000000e-01,7.836914062500000000e-01,5.935180664062499334e-01
1.223608398437500133e+00,7.836914062500000000e-01,5.935180664062499334e-01
4.193115234375000000e-01,5.454101562500000000e-01,5.935180664062499334e-01
4.193115234375000000e-01,7.836914062500000000e-01,3.574096679687499556e-01
1.223608398437500133e+00,5.454101562500000000e-01,3.574096679687499556e-01
3.286865234374999889e-01,-1.538085937500000000e-01,4.450805664062499889e-01
1.857983398437500044e+00,-1.538085937500000000e-01,4.450805664062499889e-01
3.286865234374999889e-01,-5.170898437500000000e-01,4.450805664062499889e-01
3.286865234374999889e-01,-1.538085937500000000e-01,6.245971679687499778e-01
1.857983398437500044e+00,-5.170898437500000000e-01,6.245971679687499778e-01
1.778686523437500000e+00,8.461914062500000000e-01,9.200805664062499112e-01
4.079833984374999778e-01,8.461914062500000000e-01,9.200805664062499112e-01
1.778686523437500000e+00,4.829101562500000000e-01,9.200805664062499112e-01
1.778686523437500000e+00,8.461914062500000000e-01,1.495971679687500000e-01
4.079833984374999778e-01,4.829101562500000000e-01,1.495971679687500000e-01
2.503686523437500089e+00,-6.538085937500000000e-01,2.075805664062500000e-01
2.582983398437499911e+00,-6.538085937500000000e-01,2.075805664062500000e-01
2.503686523437500089e+00,9.829101562500000000e-01,2.075805664062500000e-01
2.503686523437500089e+00,-6.538085937500000000e-01,3.870971679687499889e-01
2.582983398437499911e+00,9.829101562500000000e-01,3.870971679687499889e-01
1.053686523437499911e+00,3.461914062500000000e-01,6.825805664062499778e-01
1.132983398437499956e+00,3.461914062500000000e-01,6.825805664062499778e-01
1.053686523437499911e+00,-1.708984375000000000e-02,6.825805664062499778e-01
1.053686523437499911e+00,3.461914062500000000e-01,8.620971679687499112e-01
1.132983398437499956e+00,-1.708984375000000000e-02,8.620971679687499112e-01
1.416186523437499956e+00,-9.038085937500000000e-01,8.013305664062500000e-01
1.495483398437500000e+00,-9.038085937500000000e-01,8.013305664062500000e-01
1.416186523437499956e+00,-2.670898437500000000e-01,8.013305664062500000e-01
1.416186523437499956e+00,-9.038085937500000000e-01,5.058471679687499556e-01
1.495483398437500000e+00,-2.670898437500000000e-01,5.058471679687499556e-01
2.866186523437499911e+00,9.619140625000000000e-02,3.263305664062499667e-01
2.945483398437500178e+00,9.619140625000000000e-02,3.263305664062499667e-01
2.866186523437499911e+00,7.329101562500000000e-01,3.263305664062499667e-01
2.866186523437499911e+00,9.619140625000000000e-02,3.084716796874999861e-02
2.945483398437500178e+00,7.329101562500000000e-01,3.084716796874999861e-02
2.141186523437499822e+00,-4.038085937500000000e-01,5.638305664062499556e-01
7.704833984374999112e-01,-4.038085937500000000e-01,5.638305664062499556e-01
2.141186523437499822e+00,2.329101562500000000e-01,5.638305664062499556e-01
2.141186523437499822e+00,-4.038085937500000000e-01,2.683471679687499667e-01
7.704833984374999112e-01,2.329101562500000000e-01,2.683471679687499667e-01
6.911865234374999778e-01,5.961914062500000000e-01,8.883056640624999167e-02
2.220483398437500089e+00,5.961914062500000000e-01,8.883056640624999167e-02
6.911865234374999778e-01,-7.670898437500000000e-01,8.883056640624999167e-02
6.911865234374999778e-01,5.961914062500000000e-01,7.433471679687500000e-01
2.220483398437500089e+00,-7.670898437500000000e-01,7.433471679687500000e-01
5.099365234374999556e-01,-5.288085937500000000e-01,5.044555664062500000e-01
2.764233398437499822e+00,-5.288085937500000000e-01,5.044555664062500000e-01
5.099365234374999556e-01,3.579101562500000000e-01,5.044555664062500000e-01
5.099365234374999556e-01,-5.288085937500000000e-01,9.214721679687499778e-01
2.764233398437499822e+00,3.579101562500000000e-01,9.214721679687499778e-01
1.959936523437500133e+00,4.711914062500000000e-01,2.945556640624999792e-02
1.314233398437500089e+00,4.711914062500000000e-01,2.945556640624999792e-02
1.959936523437500133e+00,-6.420898437500000000e-01,2.945556640624999792e-02
1.959936523437500133e+00,4.711914062500000000e-01,4.464721679687500000e-01
1.314233398437500089e+00,-6.420898437500000000e-01,4.464721679687500000e-01
2.684936523437500000e+00,-2.880859375000000000e-02,7.419555664062499334e-01
2.039233398437499734e+00,-2.880859375000000000e-02,7.419555664062499334e-01
2.684936523437500000e+00,-1.420898437500000000e-01,7.419555664062499334e-01
2.684936523437500000e+00,-2.880859375000000000e-02,2.089721679687499833e-01
2.039233398437499734e+00,-1.420898437500000000e-01,2.089721679687499833e-01
1.234936523437500044e+00,9.711914062500000000e-01,2.669555664062500111e-01
5.892333984375000000e-01,9.711914062500000000e-01,2.669555664062500111e-01
1.234936523437500044e+00,8.579101562500000000e-01,2.669555664062500111e-01
1.234936523437500044e+00,9.711914062500000000e-01,6.839721679687499334e-01
5.892333984375000000e-01,8.579101562500000000e-01,6.839721679687499334e-01
8.724365234375000000e-01,-2.788085937500000000e-01,1.482055664062499889e-01
2.267333984375000111e-01,-2.788085937500000000e-01,1.482055664062499889e-01
8.724365234375000000e-01,6.079101562500000000e-01,1.482055664062499889e-01
8.724365234375000000e-01,-2.788085937500000000e-01,8.027221679687499556e-01
2.267333984375000111e-01,6.079101562500000000e-01,8.027221679687499556e-01
2.322436523437500178e+00,7.211914062500000000e-01,6.232055664062500222e-01
1.676733398437500133e+00,7.211914062500000000e-01,6.232055664062500222e-01
2.322436523437500178e+00,-3.920898437500000000e-01,6.232055664062500222e-01
2.322436523437500178e+00,7.211914062500000000e-01,3.277221679687499778e-01
1.676733398437500133e+00,-3.920898437500000000e-01,3.277221679687499778e-01
1.597436523437500089e+00,-7.788085937500000000e-01,3.857055664062499778e-01
9.517333984374999334e-01,-7.788085937500000000e-01,3.857055664062499778e-01
1.597436523437500089e+00,-8.920898437500000000e-01,3.857055664062499778e-01
1.597436523437500089e+00,-7.788085937500000000e-01,9.022216796874998890e-02
9.517333984374999334e-01,-8.920898437500000000e-01,9.022216796874998890e-02
1.474365234374999944e-01,2.211914062500000000e-01,8.607055664062499556e-01
2.401733398437500000e+00,2.211914062500000000e-01,8.607055664062499556e-01
1.474365234374999944e-01,1.079101562500000000e-01,8.607055664062499556e-01
1.474365234374999944e-01,2.211914062500000000e-01,5.652221679687500222e-01
2.401733398437500000e+00,1.079101562500000000e-01,5.652221679687500222e-01
1.700927734375000111e-01,-5.756835937500000000e-01,3.931274414062500000e-01
1.291577148437500044e+00,-5.756835937500000000e-01,3.931274414062500000e-01
1.700927734375000111e-01,9.360351562500000000e-01,3.931274414062500000e-01
1.700927734375000111e-01,-5.756835937500000000e-01,7.656127929687499556e-01
1.291577148437500044e+00,9.360351562500000000e-01,7.656127929687499556e-01
1.620092773437500133e+00,4.243164062500000000e-01,8.681274414062499778e-01
2.741577148437500000e+00,4.243164062500000000e-01,8.681274414062499778e-01
1.620092773437500133e+00,-6.396484375000000000e-02,8.681274414062499778e-01
1.620092773437500133e+00,4.243164062500000000e-01,2.906127929687499778e-01
2.741577148437500000e+00,-6.396484375000000000e-02,2.906127929687499778e-01
2.345092773437500000e+00,-7.568359375000000000e-02,1.556274414062499833e-01
5.665771484374999556e-01,-7.568359375000000000e-02,1.556274414062499833e-01
2.345092773437500000e+00,-5.639648437500000000e-01,1.556274414062499833e-01
2.345092773437500000e+00,-7.568359375000000000e-02,5.311279296874999584e-02
5.665771484374999556e-01,-5.639648437500000000e-01,5.311279296874999584e-02
8.950927734374999334e-01,9.243164062500000000e-01,6.306274414062499334e-01
2.016577148437499911e+00,9.243164062500000000e-01,6.306274414062499334e-01
8.950927734374999334e-01,4.360351562500000000e-01,6.306274414062499334e-01
8.950927734374999334e-01,9.243164062500000000e-01,5.281127929687500222e-01
2.016577148437499911e+00,4.360351562500000000e-01,5.281127929687500222e-01
1.257592773437500089e+00,-3.256835937500000000e-01,7.493774414062499556e-01
1.654077148437500089e+00,-3.256835937500000000e-01,7.493774414062499556e-01
1.257592773437500089e+00,1.860351562500000000e-01,7.493774414062499556e-01
1.257592773437500089e+00,-3.256835937500000000e-01,8.843627929687499778e-01
1.654077148437500089e+00,1.860351562500000000e-01,8.843627929687499778e-01
2.707592773437499822e+00,6.743164062500000000e-01,2.743774414062499778e-01
2.040771484375000222e-01,6.743164062500000000e-01,2.743774414062499778e-01
2.707592773437499822e+00,-8.139648437500000000e-01,2.743774414062499778e-01
2.707592773437499822e+00,6.743164062500000000e-01,4.093627929687500000e-01
2.040771484375000222e-01,-8.139648437500000000e-01,4.093627929687500000e-01
1.982592773437499956e+00,-8.256835937500000000e-01,5.118774414062500222e-01
2.379077148437500178e+00,-8.256835937500000000e-01,5.118774414062500222e-01
1.982592773437499956e+00,-3.139648437500000000e-01,5.118774414062500222e-01
1.982592773437499956e+00,-8.256835937500000000e-01,1.718627929687499833e-01
2.379077148437500178e+00,-3.139648437500000000e-01,1.718627929687499833e-01
5.325927734375000000e-01,1.743164062500000000e-01,3.687744140624999584e-02
9.290771484375000000e-01,1.743164062500000000e-01,3.687744140624999584e-02
5.325927734375000000e-01,6.860351562500000000e-01,3.687744140624999584e-02
5.325927734375000000e-01,1.743164062500000000e-01,6.468627929687499334e-01
9.290771484375000000e-01,6.860351562500000000e-01,6.468627929687499334e-01
7.138427734374999112e-01,-2.006835937500000000e-01,5.712524414062499778e-01
3.853271484375000444e-01,-2.006835937500000000e-01,5.712524414062499778e-01
7.138427734374999112e-01,-1.889648437500000000e-01,5.712524414062499778e-01
7.138427734374999112e-01,-2.006835937500000000e-01,5.874877929687499778e-01
3.853271484375000444e-01,-1.889648437500000000e-01,5.874877929687499778e-01
2.163842773437500089e+00,7.993164062500000000e-01,9.625244140625000000e-02
1.835327148437500000e+00,7.993164062500000000e-01,9.625244140625000000e-02
2.163842773437500089e+00,8.110351562500000000e-01,9.625244140625000000e-02
2.163842773437500089e+00,7.993164062500000000e-01,1.124877929687500000e-01
1.835327148437500000e+00,8.110351562500000000e-01,1.124877929687500000e-01
2.888842773437500178e+00,-7.006835937500000000e-01,8.087524414062499112e-01
1.110327148437500133e+00,-7.006835937500000000e-01,8.087524414062499112e-01
2.888842773437500178e+00,3.110351562500000000e-01,8.087524414062499112e-01
2.888842773437500178e+00,-7.006835937500000000e-01,3.499877929687499889e-01
1.110327148437500133e+00,3.110351562500000000e-01,3.499877929687499889e-01
1.438842773437500000e+00,2.993164062500000000e-01,3.337524414062499889e-01
2.560327148437500089e+00,2.993164062500000000e-01,3.337524414062499889e-01
1.438842773437500000e+00,-6.889648437500000000e-01,3.337524414062499889e-01
1.438842773437500000e+00,2.993164062500000000e-01,8.249877929687499112e-01
2.560327148437500089e+00,-6.889648437500000000e-01,8.249877929687499112e-01
1.076342773437499956e+00,-9.506835937500000000e-01,2.150024414062499944e-01
2.922827148437499911e+00,-9.506835937500000000e-01,2.150024414062499944e-01
