scale_factor,center_delta,correlation_strength
2.147949218750000000e+00,1.332031250000000000e+00,4.184082031249999889e-01
1.075683593750000000e+00,1.503906250000000000e+00,5.501464843750000222e-01
4.397949218750000000e+00,1.503906250000000000e+00,5.501464843750000222e-01
1.075683593750000000e+00,-6.679687500000000000e-01,5.501464843750000222e-01
1.075683593750000000e+00,1.503906250000000000e+00,8.934082031249999112e-01
4.397949218750000000e+00,-6.679687500000000000e-01,8.934082031249999112e-01
1.356933593750000000e+00,-1.746093750000000000e+00,1.577148437499999861e-02
2.991699218750000000e+00,-1.746093750000000000e+00,1.577148437499999861e-02
1.356933593750000000e+00,1.582031250000000000e+00,1.577148437499999861e-02
1.356933593750000000e+00,-1.746093750000000000e+00,7.152832031249999334e-01
2.991699218750000000e+00,1.582031250000000000e+00,7.152832031249999334e-01
3.606933593750000000e+00,2.539062500000000000e-01,4.907714843749999556e-01
7.416992187500000000e-01,2.539062500000000000e-01,4.907714843749999556e-01
3.606933593750000000e+00,-4.179687500000000000e-01,4.907714843749999556e-01
3.606933593750000000e+00,2.539062500000000000e-01,2.402832031249999833e-01
7.416992187500000000e-01,-4.179687500000000000e-01,2.402832031249999833e-01
4.731933593750000000e+00,-7.460937500000000000e-01,2.532714843749999667e-01
4.116699218750000000e+00,-7.460937500000000000e-01,2.532714843749999667e-01
4.731933593750000000e+00,-1.417968750000000000e+00,2.532714843749999667e-01
4.731933593750000000e+00,-7.460937500000000000e-01,2.783203124999999653e-03
4.116699218750000000e+00,-1.417968750000000000e+00,2.783203124999999653e-03
2.481933593750000000e+00,1.253906250000000000e+00,7.282714843750000000e-01
1.866699218750000000e+00,1.253906250000000000e+00,7.282714843750000000e-01
2.481933593750000000e+00,5.820312500000000000e-01,7.282714843750000000e-01
2.481933593750000000e+00,1.253906250000000000e+00,4.777832031250000000e-01
1.866699218750000000e+00,5.820312500000000000e-01,4.777832031250000000e-01
1.919433593750000000e+00,-2.460937500000000000e-01,6.095214843749999778e-01
2.429199218750000000e+00,-2.460937500000000000e-01,6.095214843749999778e-01
1.919433593750000000e+00,8.203125000000000000e-02,6.095214843749999778e-01
1.919433593750000000e+00,-2.460937500000000000e-01,8.340332031249999556e-01
2.429199218750000000e+00,8.203125000000000000e-02,8.340332031249999556e-01
4.169433593750000000e+00,1.753906250000000000e+00,1.345214843750000000e-01
4.679199218750000000e+00,1.753906250000000000e+00,1.345214843750000000e-01
4.169433593750000000e+00,-1.917968750000000000e+00,1.345214843750000000e-01
4.169433593750000000e+00,1.753906250000000000e+00,3.590332031249999778e-01
4.679199218750000000e+00,-1.917968750000000000e+00,3.590332031249999778e-01
3.044433593750000000e+00,-1.246093750000000000e+00,8.470214843749999112e-01
1.304199218750000000e+00,-1.246093750000000000e+00,8.470214843749999112e-01
3.044433593750000000e+00,-9.179687500000000000e-01,8.470214843749999112e-01
3.044433593750000000e+00,-1.246093750000000000e+00,1.215332031249999889e-01
1.304199218750000000e+00,-9.179687500000000000e-01,1.215332031249999889e-01
7.944335937500000000e-01,7.539062500000000000e-01,3.720214843749999889e-01
3.554199218750000000e+00,7.539062500000000000e-01,3.720214843749999889e-01
7.944335937500000000e-01,1.082031250000000000e+00,3.720214843749999889e-01
7.944335937500000000e-01,7.539062500000000000e-01,5.965332031250000222e-01
3.554199218750000000e+00,1.082031250000000000e+00,5.965332031250000222e-01
9.350585937500000000e-01,-1.121093750000000000e+00,5.204589843749999334e-01
2.007324218750000000e+00,-1.121093750000000000e+00,5.204589843749999334e-01
9.350585937500000000e-01,-1.042968750000000000e+00,5.204589843749999334e-01
9.350585937500000000e-01,-1.121093750000000000e+00,3.887207031249999556e-01
2.007324218750000000e+00,-1.042968750000000000e+00,3.887207031249999556e-01
3.185058593750000000e+00,8.789062500000000000e-01,4.545898437499999722e-02
4.257324218750000000e+00,8.789062500000000000e-01,4.545898437499999722e-02
3.185058593750000000e+00,9.570312500000000000e-01,4.545898437499999722e-02
3.185058593750000000e+00,8.789062500000000000e-01,8.637207031249999334e-01
4.257324218750000000e+00,9.570312500000000000e-01,8.637207031249999334e-01
4.310058593750000000e+00,-1.210937500000000000e-01,7.579589843749999778e-01
8.823242187500000000e-01,-1.210937500000000000e-01,7.579589843749999778e-01
4.310058593750000000e+00,1.957031250000000000e+00,7.579589843749999778e-01
4.310058593750000000e+00,-1.210937500000000000e-01,6.262207031250000000e-01
8.823242187500000000e-01,1.957031250000000000e+00,6.262207031250000000e-01
2.060058593750000000e+00,1.878906250000000000e+00,2.829589843750000000e-01
3.132324218750000000e+00,1.878906250000000000e+00,2.829589843750000000e-01
2.060058593750000000e+00,-4.296875000000000000e-02,2.829589843750000000e-01
2.060058593750000000e+00,1.878906250000000000e+00,1.512207031249999944e-01
3.132324218750000000e+00,-4.296875000000000000e-02,1.512207031249999944e-01
2.622558593750000000e+00,-6.210937500000000000e-01,1.642089843750000056e-01
3.694824218750000000e+00,-6.210937500000000000e-01,1.642089843750000056e-01
2.622558593750000000e+00,-5.429687500000000000e-01,1.642089843750000056e-01
2.622558593750000000e+00,-6.210937500000000000e-01,2.699707031249999889e-01
3.694824218750000000e+00,-5.429687500000000000e-01,2.699707031249999889e-01
4.872558593750000000e+00,1.378906250000000000e+00,6.392089843749999556e-01
1.444824218750000000e+00,1.378906250000000000e+00,6.392089843749999556e-01
4.872558593750000000e+00,1.457031250000000000e+00,6.392089843749999556e-01
4.872558593750000000e+00,1.378906250000000000e+00,7.449707031249999112e-01
1.444824218750000000e+00,1.457031250000000000e+00,7.449707031249999112e-01
3.747558593750000000e+00,-1.621093750000000000e+00,4.017089843749999667e-01
4.819824218750000000e+00,-1.621093750000000000e+00,4.017089843749999667e-01
3.747558593750000000e+00,4.570312500000000000e-01,4.017089843749999667e-01
3.747558593750000000e+00,-1.621093750000000000e+00,5.074707031249999778e-01
4.819824218750000000e+00,4.570312500000000000e-01,5.074707031249999778e-01
1.497558593750000000e+00,3.789062500000000000e-01,8.767089843750000000e-01
2.569824218750000000e+00,3.789062500000000000e-01,8.767089843750000000e-01
1.497558593750000000e+00,-1.542968750000000000e+00,8.767089843750000000e-01
1.497558593750000000e+00,3.789062500000000000e-01,3.247070312500000000e-02
2.569824218750000000e+00,-1.542968750000000000e+00,3.247070312500000000e-02
1.216308593750000000e+00,-3.710937500000000000e-01,4.610839843749999778e-01
1.163574218750000000e+00,-3.710937500000000000e-01,4.610839843749999778e-01
1.216308593750000000e+00,7.070312500000000000e-01,4.610839843749999778e-01
1.216308593750000000e+00,-3.710937500000000000e-01,2.105957031249999778e-01
1.163574218750000000e+00,7.070312500000000000e-01,2.105957031249999778e-01
3.466308593750000000e+00,1.628906250000000000e+00,9.360839843749999556e-01
3.413574218750000000e+00,1.628906250000000000e+00,9.360839843749999556e-01
3.466308593750000000e+00,-1.292968750000000000e+00,9.360839843749999556e-01
3.466308593750000000e+00,1.628906250000000000e+00,6.855957031249999556e-01
3.413574218750000000e+00,-1.292968750000000000e+00,6.855957031249999556e-01
4.591308593750000000e+00,-1.371093750000000000e+00,2.235839843749999889e-01
2.288574218750000000e+00,-1.371093750000000000e+00,2.235839843749999889e-01
4.591308593750000000e+00,-2.929687500000000000e-01,2.235839843749999889e-01
4.591308593750000000e+00,-1.371093750000000000e+00,9.230957031250000000e-01
2.288574218750000000e+00,-2.929687500000000000e-01,9.230957031250000000e-01
2.341308593750000000e+00,6.289062500000000000e-01,6.985839843750000222e-01
4.538574218750000000e+00,6.289062500000000000e-01,6.985839843750000222e-01
2.341308593750000000e+00,1.707031250000000000e+00,6.985839843750000222e-01
2.341308593750000000e+00,6.289062500000000000e-01,4.480957031249999667e-01
4.538574218750000000e+00,1.707031250000000000e+00,4.480957031249999667e-01
1.778808593750000000e+00,-1.871093750000000000e+00,8.173339843749999334e-01
3.976074218750000000e+00,-1.871093750000000000e+00,8.173339843749999334e-01
1.778808593750000000e+00,1.207031250000000000e+00,8.173339843749999334e-01
1.778808593750000000e+00,-1.871093750000000000e+00,9.184570312499999722e-02
3.976074218750000000e+00,1.207031250000000000e+00,9.184570312499999722e-02
4.028808593750000000e+00,1.289062500000000000e-01,3.423339843750000111e-01
1.726074218750000000e+00,1.289062500000000000e-01,3.423339843750000111e-01
4.028808593750000000e+00,-7.929687500000000000e-01,3.423339843750000111e-01
4.028808593750000000e+00,1.289062500000000000e-01,5.668457031249999334e-01
1.726074218750000000e+00,-7.929687500000000000e-01,5.668457031249999334e-01
2.903808593750000000e+00,-8.710937500000000000e-01,5.798339843750000000e-01
2.851074218750000000e+00,-8.710937500000000000e-01,5.798339843750000000e-01
2.903808593750000000e+00,-1.792968750000000000e+00,5.798339843750000000e-01
2.903808593750000000e+00,-8.710937500000000000e-01,8.043457031249999778e-01
2.851074218750000000e+00,-1.792968750000000000e+00,8.043457031249999778e-01
6.538085937500000000e-01,1.128906250000000000e+00,1.048339843749999944e-01
6.010742187500000000e-01,1.128906250000000000e+00,1.048339843749999944e-01
6.538085937500000000e-01,2.070312500000000000e-01,1.048339843749999944e-01
6.538085937500000000e-01,1.128906250000000000e+00,3.293457031250000000e-01
6.010742187500000000e-01,2.070312500000000000e-01,3.293457031250000000e-01
7.241210937500000000e-01,-1.933593750000000000e+00,2.384277343749999778e-01
2.499511718750000000e+00,-1.933593750000000000e+00,2.384277343749999778e-01
7.241210937500000000e-01,-7.304687500000000000e-01,2.384277343749999778e-01
7.241210937500000000e-01,-1.933593750000000000e+00,4.629394531249999556e-01
2.499511718750000000e+00,-7.304687500000000000e-01,4.629394531249999556e-01
2.974121093750000000e+00,6.640625000000000000e-02,7.134277343749999556e-01
4.749511718750000000e+00,6.640625000000000000e-02,7.134277343749999556e-01
2.974121093750000000e+00,1.269531250000000000e+00,7.134277343749999556e-01
2.974121093750000000e+00,6.640625000000000000e-02,9.379394531249999334e-01
4.749511718750000000e+00,1.269531250000000000e+00,9.379394531249999334e-01
4.099121093750000000e+00,-9.335937500000000000e-01,9.277343749999999566e-04
1.374511718750000000e+00,-9.335937500000000000e-01,9.277343749999999566e-04
4.099121093750000000e+00,2.695312500000000000e-01,9.277343749999999566e-04
4.099121093750000000e+00,-9.335937500000000000e-01,7.004394531250000000e-01
1.374511718750000000e+00,2.695312500000000000e-01,7.004394531250000000e-01
1.849121093750000000e+00,1.066406250000000000e+00,4.759277343749999667e-01
3.624511718750000000e+00,1.066406250000000000e+00,4.759277343749999667e-01
1.849121093750000000e+00,-1.730468750000000000e+00,4.759277343749999667e-01
1.849121093750000000e+00,1.066406250000000000e+00,2.254394531249999944e-01
3.624511718750000000e+00,-1.730468750000000000e+00,2.254394531249999944e-01
2.411621093750000000e+00,-4.335937500000000000e-01,8.321777343749999778e-01
3.062011718750000000e+00,-4.335937500000000000e-01,8.321777343749999778e-01
2.411621093750000000e+00,-1.230468750000000000e+00,8.321777343749999778e-01
2.411621093750000000e+00,-4.335937500000000000e-01,3.441894531249999889e-01
3.062011718750000000e+00,-1.230468750000000000e+00,3.441894531249999889e-01
4.661621093750000000e+00,1.566406250000000000e+00,3.571777343750000000e-01
8.120117187500000000e-01,1.566406250000000000e+00,3.571777343750000000e-01
4.661621093750000000e+00,7.695312500000000000e-01,3.571777343750000000e-01
4.661621093750000000e+00,1.566406250000000000e+00,8.191894531249999112e-01
8.120117187500000000e-01,7.695312500000000000e-01,8.191894531249999112e-01
3.536621093750000000e+00,-1.433593750000000000e+00,5.946777343749999334e-01
4.187011718750000000e+00,-1.433593750000000000e+00,5.946777343749999334e-01
3.536621093750000000e+00,1.769531250000000000e+00,5.946777343749999334e-01
3.536621093750000000e+00,-1.433593750000000000e+00,5.816894531249999778e-01
4.187011718750000000e+00,1.769531250000000000e+00,5.816894531249999778e-01
1.286621093750000000e+00,5.664062500000000000e-01,1.196777343749999972e-01
1.937011718750000000e+00,5.664062500000000000e-01,1.196777343749999972e-01
1.286621093750000000e+00,-2.304687500000000000e-01,1.196777343749999972e-01
1.286621093750000000e+00,5.664062500000000000e-01,1.066894531250000000e-01
1.937011718750000000e+00,-2.304687500000000000e-01,1.066894531250000000e-01
1.567871093750000000e+00,-6.835937500000000000e-01,6.540527343750000000e-01
5.307617187500000000e-01,-6.835937500000000000e-01,6.540527343750000000e-01
1.567871093750000000e+00,1.019531250000000000e+00,6.540527343750000000e-01
1.567871093750000000e+00,-6.835937500000000000e-01,1.660644531249999833e-01
5.307617187500000000e-01,1.019531250000000000e+00,1.660644531249999833e-01
3.817871093750000000e+00,1.316406250000000000e+00,1.790527343749999944e-01
2.780761718750000000e+00,1.316406250000000000e+00,1.790527343749999944e-01
3.817871093750000000e+00,-9.804687500000000000e-01,1.790527343749999944e-01
3.817871093750000000e+00,1.316406250000000000e+00,6.410644531249999334e-01
2.780761718750000000e+00,-9.804687500000000000e-01,6.410644531249999334e-01
4.942871093750000000e+00,-1.683593750000000000e+00,8.915527343749999334e-01
1.655761718750000000e+00,-1.683593750000000000e+00,8.915527343749999334e-01
4.942871093750000000e+00,-1.980468750000000000e+00,8.915527343749999334e-01
4.942871093750000000e+00,-1.683593750000000000e+00,8.785644531249999778e-01
1.655761718750000000e+00,-1.980468750000000000e+00,8.785644531249999778e-01
2.692871093750000000e+00,3.164062500000000000e-01,4.165527343749999556e-01
3.905761718750000000e+00,3.164062500000000000e-01,4.165527343749999556e-01
2.692871093750000000e+00,1.953125000000000000e-02,4.165527343749999556e-01
2.692871093750000000e+00,3.164062500000000000e-01,4.035644531250000000e-01
3.905761718750000000e+00,1.953125000000000000e-02,4.035644531250000000e-01
2.130371093750000000e+00,-1.183593750000000000e+00,6.030273437500000000e-02
4.468261718750000000e+00,-1.183593750000000000e+00,6.030273437500000000e-02
2.130371093750000000e+00,5.195312500000000000e-01,6.030273437500000000e-02
2.130371093750000000e+00,-1.183593750000000000e+00,4.731445312499999584e-02
4.468261718750000000e+00,5.195312500000000000e-01,4.731445312499999584e-02
4.380371093750000000e+00,8.164062500000000000e-01,5.353027343749999778e-01
2.218261718750000000e+00,8.164062500000000000e-01,5.353027343749999778e-01
4.380371093750000000e+00,-1.480468750000000000e+00,5.353027343749999778e-01
4.380371093750000000e+00,8.164062500000000000e-01,5.223144531250000222e-01
2.218261718750000000e+00,-1.480468750000000000e+00,5.223144531250000222e-01
3.255371093750000000e+00,-1.835937500000000000e-01,2.978027343749999889e-01
3.343261718750000000e+00,-1.835937500000000000e-01,2.978027343749999889e-01
3.255371093750000000e+00,-4.804687500000000000e-01,2.978027343749999889e-01
3.255371093750000000e+00,-1.835937500000000000e-01,7.598144531249999556e-01
3.343261718750000000e+00,-4.804687500000000000e-01,7.598144531249999556e-01
1.005371093750000000e+00,1.816406250000000000e+00,7.728027343749999112e-01
1.093261718750000000e+00,1.816406250000000000e+00,7.728027343749999112e-01
1.005371093750000000e+00,1.519531250000000000e+00,7.728027343749999112e-01
1.005371093750000000e+00,1.816406250000000000e+00,2.848144531249999778e-01
1.093261718750000000e+00,1.519531250000000000e+00,2.848144531249999778e-01
8.647460937500000000e-01,-5.859375000000000000e-02,2.087402343750000000e-01
4.327636718750000000e+00,-5.859375000000000000e-02,2.087402343750000000e-01
8.647460937500000000e-01,-1.605468750000000000e+00,2.087402343750000000e-01
8.647460937500000000e-01,-5.859375000000000000e-02,4.926269531249999889e-01
4.327636718750000000e+00,-1.605468750000000000e+00,4.926269531249999889e-01
3.114746093750000000e+00,1.941406250000000000e+00,6.837402343749999778e-01
2.077636718750000000e+00,1.941406250000000000e+00,6.837402343749999778e-01
3.114746093750000000e+00,3.945312500000000000e-01,6.837402343749999778e-01
3.114746093750000000e+00,1.941406250000000000e+00,1.762695312500000069e-02
2.077636718750000000e+00,3.945312500000000000e-01,1.762695312500000069e-02
4.239746093750000000e+00,-1.058593750000000000e+00,4.462402343749999889e-01
3.202636718750000000e+00,-1.058593750000000000e+00,4.462402343749999889e-01
4.239746093750000000e+00,1.394531250000000000e+00,4.462402343749999889e-01
4.239746093750000000e+00,-1.058593750000000000e+00,2.551269531250000000e-01
3.202636718750000000e+00,1.394531250000000000e+00,2.551269531250000000e-01
1.989746093750000000e+00,9.414062500000000000e-01,9.212402343749999112e-01
9.526367187500000000e-01,9.414062500000000000e-01,9.212402343749999112e-01
1.989746093750000000e+00,-6.054687500000000000e-01,9.212402343749999112e-01
1.989746093750000000e+00,9.414062500000000000e-01,7.301269531249999778e-01
9.526367187500000000e-01,-6.054687500000000000e-01,7.301269531249999778e-01
2.552246093750000000e+00,-1.558593750000000000e+00,5.649902343749999556e-01
1.515136718750000000e+00,-1.558593750000000000e+00,5.649902343749999556e-01
2.552246093750000000e+00,-1.054687500000000000e-01,5.649902343749999556e-01
2.552246093750000000e+00,-1.558593750000000000e+00,6.113769531249999556e-01
1.515136718750000000e+00,-1.054687500000000000e-01,6.113769531249999556e-01
4.802246093750000000e+00,4.414062500000000000e-01,8.999023437499999167e-02
3.765136718750000000e+00,4.414062500000000000e-01,8.999023437499999167e-02
4.802246093750000000e+00,1.894531250000000000e+00,8.999023437499999167e-02
4.802246093750000000e+00,4.414062500000000000e-01,1.363769531250000056e-01
3.765136718750000000e+00,1.894531250000000000e+00,1.363769531250000056e-01
3.677246093750000000e+00,-5.585937500000000000e-01,8.024902343750000000e-01
2.640136718750000000e+00,-5.585937500000000000e-01,8.024902343750000000e-01
3.677246093750000000e+00,8.945312500000000000e-01,8.024902343750000000e-01
3.677246093750000000e+00,-5.585937500000000000e-01,3.738769531249999667e-01
2.640136718750000000e+00,8.945312500000000000e-01,3.738769531249999667e-01
1.427246093750000000e+00,1.441406250000000000e+00,3.274902343749999667e-01
4.890136718750000000e+00,1.441406250000000000e+00,3.274902343749999667e-01
1.427246093750000000e+00,-1.105468750000000000e+00,3.274902343749999667e-01
1.427246093750000000e+00,1.441406250000000000e+00,8.488769531250000000e-01
4.890136718750000000e+00,-1.105468750000000000e+00,8.488769531250000000e-01
1.145996093750000000e+00,-1.308593750000000000e+00,7.431152343749999334e-01
3.483886718750000000e+00,-1.308593750000000000e+00,7.431152343749999334e-01
1.145996093750000000e+00,1.445312500000000000e-01,7.431152343749999334e-01
1.145996093750000000e+00,-1.308593750000000000e+00,7.895019531249999334e-01
3.483886718750000000e+00,1.445312500000000000e-01,7.895019531249999334e-01
3.395996093750000000e+00,6.914062500000000000e-01,2.681152343750000111e-01
1.233886718750000000e+00,6.914062500000000000e-01,2.681152343750000111e-01
3.395996093750000000e+00,-1.855468750000000000e+00,2.681152343750000111e-01
3.395996093750000000e+00,6.914062500000000000e-01,3.145019531250000111e-01
1.233886718750000000e+00,-1.855468750000000000e+00,3.145019531250000111e-01
4.520996093750000000e+00,-3.085937500000000000e-01,5.056152343750000000e-01
4.608886718750000000e+00,-3.085937500000000000e-01,5.056152343750000000e-01
4.520996093750000000e+00,-8.554687500000000000e-01,5.056152343750000000e-01
4.520996093750000000e+00,-3.085937500000000000e-01,7.700195312499999445e-02
4.608886718750000000e+00,-8.554687500000000000e-01,7.700195312499999445e-02
2.270996093750000000e+00,1.691406250000000000e+00,3.061523437499999792e-02
2.358886718750000000e+00,1.691406250000000000e+00,3.061523437499999792e-02
2.270996093750000000e+00,1.144531250000000000e+00,3.061523437499999792e-02
2.270996093750000000e+00,1.691406250000000000e+00,5.520019531250000000e-01
2.358886718750000000e+00,1.144531250000000000e+00,5.520019531250000000e-01
1.708496093750000000e+00,-8.085937500000000000e-01,3.868652343749999778e-01
1.796386718750000000e+00,-8.085937500000000000e-01,3.868652343749999778e-01
1.708496093750000000e+00,1.644531250000000000e+00,3.868652343749999778e-01
1.708496093750000000e+00,-8.085937500000000000e-01,9.082519531249999556e-01
1.796386718750000000e+00,1.644531250000000000e+00,9.082519531249999556e-01
3.958496093750000000e+00,1.191406250000000000e+00,8.618652343749999556e-01
4.046386718750000000e+00,1.191406250000000000e+00,8.618652343749999556e-01
3.958496093750000000e+00,-3.554687500000000000e-01,8.618652343749999556e-01
3.958496093750000000e+00,1.191406250000000000e+00,4.332519531249999778e-01
4.046386718750000000e+00,-3.554687500000000000e-01,4.332519531249999778e-01
2.833496093750000000e+00,-1.808593750000000000e+00,1.493652343749999889e-01
6.713867187500000000e-01,-1.808593750000000000e+00,1.493652343749999889e-01
2.833496093750000000e+00,-1.355468750000000000e+00,1.493652343749999889e-01
2.833496093750000000e+00,-1.808593750000000000e+00,1.957519531249999889e-01
6.713867187500000000e-01,-1.355468750000000000e+00,1.957519531249999889e-01
5.834960937500000000e-01,1.914062500000000000e-01,6.243652343750000222e-01
2.921386718750000000e+00,1.914062500000000000e-01,6.243652343750000222e-01
5.834960937500000000e-01,6.445312500000000000e-01,6.243652343750000222e-01
5.834960937500000000e-01,1.914062500000000000e-01,6.707519531250000222e-01
2.921386718750000000e+00,6.445312500000000000e-01,6.707519531250000222e-01
6.186523437500000000e-01,-1.402343750000000000e+00,1.419433593749999944e-01
1.269042968750000000e+00,-1.402343750000000000e+00,1.419433593749999944e-01
6.186523437500000000e-01,1.300781250000000000e+00,1.419433593749999944e-01
6.186523437500000000e-01,-1.402343750000000000e+00,8.414550781249999778e-01
1.269042968750000000e+00,1.300781250000000000e+00,8.414550781249999778e-01
2.868652343750000000e+00,5.976562500000000000e-01,6.169433593750000000e-01
3.519042968750000000e+00,5.976562500000000000e-01,6.169433593750000000e-01
2.868652343750000000e+00,-6.992187500000000000e-01,6.169433593750000000e-01
2.868652343750000000e+00,5.976562500000000000e-01,3.664550781250000000e-01
3.519042968750000000e+00,-6.992187500000000000e-01,3.664550781250000000e-01
3.993652343750000000e+00,-4.023437500000000000e-01,3.794433593749999556e-01
2.394042968750000000e+00,-4.023437500000000000e-01,3.794433593749999556e-01
3.993652343750000000e+00,-1.699218750000000000e+00,3.794433593749999556e-01
3.993652343750000000e+00,-4.023437500000000000e-01,1.289550781249999833e-01
2.394042968750000000e+00,-1.699218750000000000e+00,1.289550781249999833e-01
1.743652343750000000e+00,1.597656250000000000e+00,8.544433593749999334e-01
4.644042968750000000e+00,1.597656250000000000e+00,8.544433593749999334e-01
1.743652343750000000e+00,3.007812500000000000e-01,8.544433593749999334e-01
1.743652343750000000e+00,1.597656250000000000e+00,6.039550781249999334e-01
4.644042968750000000e+00,3.007812500000000000e-01,6.039550781249999334e-01
2.306152343750000000e+00,-9.023437500000000000e-01,4.981933593749999778e-01
4.081542968750000000e+00,-9.023437500000000000e-01,4.981933593749999778e-01
2.306152343750000000e+00,8.007812500000000000e-01,4.981933593749999778e-01
2.306152343750000000e+00,-9.023437500000000000e-01,7.227050781249999556e-01
4.081542968750000000e+00,8.007812500000000000e-01,7.227050781249999556e-01
4.556152343750000000e+00,1.097656250000000000e+00,2.319335937500000000e-02
1.831542968750000000e+00,1.097656250000000000e+00,2.319335937500000000e-02
4.556152343750000000e+00,-1.199218750000000000e+00,2.319335937500000000e-02
4.556152343750000000e+00,1.097656250000000000e+00,2.477050781249999778e-01
1.831542968750000000e+00,-1.199218750000000000e+00,2.477050781249999778e-01
3.431152343750000000e+00,-1.902343750000000000e+00,7.356933593749999112e-01
2.956542968750000000e+00,-1.902343750000000000e+00,7.356933593749999112e-01
3.431152343750000000e+00,-1.992187500000000000e-01,7.356933593749999112e-01
3.431152343750000000e+00,-1.902343750000000000e+00,1.020507812499999931e-02
2.956542968750000000e+00,-1.992187500000000000e-01,1.020507812499999931e-02
1.181152343750000000e+00,9.765625000000000000e-02,2.606933593749999889e-01
7.065429687500000000e-01,9.765625000000000000e-02,2.606933593749999889e-01
1.181152343750000000e+00,1.800781250000000000e+00,2.606933593749999889e-01
1.181152343750000000e+00,9.765625000000000000e-02,4.852050781249999667e-01
7.065429687500000000e-01,1.800781250000000000e+00,4.852050781249999667e-01
1.462402343750000000e+00,-1.523437500000000000e-01,7.950683593749999778e-01
2.112792968750000000e+00,-1.523437500000000000e-01,7.950683593749999778e-01
1.462402343750000000e+00,-9.492187500000000000e-01,7.950683593749999778e-01
1.462402343750000000e+00,-1.523437500000000000e-01,6.633300781250000000e-01
2.112792968750000000e+00,-9.492187500000000000e-01,6.633300781250000000e-01
3.712402343750000000e+00,1.847656250000000000e+00,3.200683593750000000e-01
4.362792968750000000e+00,1.847656250000000000e+00,3.200683593750000000e-01
3.712402343750000000e+00,1.050781250000000000e+00,3.200683593750000000e-01
3.712402343750000000e+00,1.847656250000000000e+00,1.883300781249999944e-01
4.362792968750000000e+00,1.050781250000000000e+00,1.883300781249999944e-01
4.837402343750000000e+00,-1.152343750000000000e+00,5.575683593749999334e-01
9.877929687500000000e-01,-1.152343750000000000e+00,5.575683593749999334e-01
4.837402343750000000e+00,5.078125000000000000e-02,5.575683593749999334e-01
4.837402343750000000e+00,-1.152343750000000000e+00,4.258300781249999556e-01
9.877929687500000000e-01,5.078125000000000000e-02,4.258300781249999556e-01
2.587402343750000000e+00,8.476562500000000000e-01,8.256835937499999722e-02
3.237792968750000000e+00,8.476562500000000000e-01,8.256835937499999722e-02
2.587402343750000000e+00,-1.949218750000000000e+00,8.256835937499999722e-02
2.587402343750000000e+00,8.476562500000000000e-01,9.008300781249999334e-01
3.237792968750000000e+00,-1.949218750000000000e+00,9.008300781249999334e-01
2.024902343750000000e+00,-1.652343750000000000e+00,4.388183593749999667e-01
3.800292968750000000e+00,-1.652343750000000000e+00,4.388183593749999667e-01
